nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id
7545559415,2021-01-21,Trata,Explotación laboral,Victima directa,,,,Hombre,36,No,,
7545559415,2021-01-21,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
7545559415,2021-01-21,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
1575559415,2021-01-22,Trata,Posible captación,Victima directa,,,,Mujer,18,No,,
1575559415,2021-01-22,Trata,Posible captación,Acusado,,,,Hombre,19,No,,
2575559415,2021-01-22,Trata,Explotación sexual,Acusado,,,,Hombre,45,No,,
2575559415,2021-01-22,Trata,Explotación sexual,Acusado,,,,Hombre,45,No,,
3575559415,2021-01-22,Trata,Explotación laboral,Victima directa,,,,Hombre,48,No,,
3575559415,2021-01-22,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
575559415,2021-01-22,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,45,No,,06
8494659415,2021-01-22,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,Isidro Casanova,Hombre,40,No,,06
8494659415,2021-01-22,Trata,Persona desaparecida,Victima directa,,,,Mujer,15,No,,
9405659415,2021-01-23,Trata,Posible captación,Victima directa,,,,Mujer,40,No,,
9435659415,2021-01-25,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,San Luis,Villa Mercedes,,14,No,,74
1575659415,2021-01-26,Trata,Explotación sexual,Victima directa,,,,Mujer,40,No,,
3555659415,2021-01-26,Trata,Persona desaparecida,Victima directa,,Santa Fe,Santa Fe,Hombre,25,No,,82
3575659415,2021-01-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,,Mujer,67,No,,14
4555659415,2021-01-26,Trata,Explotación laboral,Victima directa,,,,Hombre,55,No,,
4555659415,2021-01-26,Trata,Explotación laboral,Victima directa,,,,Hombre,55,No,,
594759415,2021-01-27,Trata,Explotación laboral,Victima directa,,,,,22,No,,
3525759415,2021-01-28,Trata,Posible captación,Victima directa,,,,Mujer,38,No,,
7545759415,2021-01-29,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,20,No,,
7545759415,2021-01-29,Trata,Oferta laboral engañosa,Acusado,,,,Mujer,0,No,,
5515840515,2021-01-31,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,40,No,,
5535840515,2021-02-01,Trata,Posible captación,Victima directa,,Salta,Salta,Mujer,33,No,,66
8445840515,2021-02-01,Trata,Posible captación,Victima directa,,Salta,Salta,Mujer,34,No,,66
584940515,2021-02-03,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,39,No,,
4505940515,2021-02-04,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Béccar,Mujer,33,No,Si,06
6594940515,2021-02-04,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
6594940515,2021-02-04,Trata,Explotación sexual,Acusado,,,,Travesti,40,No,,
8405940515,2021-02-04,Trata,Posible captación,Victima directa,,,,,30,No,,
8415940515,2021-02-04,Trata,Posible captación,Victima directa,,,,Mujer,13,No,,
9415940515,2021-02-04,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,12,No,,
9425940515,2021-02-05,Trata,Persona desaparecida,Victima directa,,,,Mujer,17,No,,
3565940515,2021-02-06,Trata,Posible captación,Victima directa,,,,,39,No,,
555940515,2021-02-06,Trata,Traslado de personas,Victima directa,,Río Negro,San Carlos de Bariloche,Mujer,20,No,,62
555940515,2021-02-06,Trata,Traslado de personas,Victima indirecta - familiar,,,,Hombre,50,No,,
555940515,2021-02-06,Trata,Traslado de personas,Victima indirecta - familiar,,,,Mujer,50,No,,
565940515,2021-02-06,Trata,Traslado de personas,Victima directa,,Río Negro,San Carlos de Bariloche,Mujer,20,No,,62
8475940515,2021-02-06,Trata,Traslado de personas,Victima directa,,Río Negro,San Carlos de Bariloche,Mujer,20,No,,62
3594050515,2021-02-08,Trata,Persona desaparecida,Victima directa,,Misiones,Jardín América,Mujer,18,No,,54
5594050515,2021-02-08,Trata,Posible captación,Victima directa,,,,,32,No,,
5594050515,2021-02-08,Trata,Posible captación,Victima indirecta - familiar,,,,Hombre,80,No,,
7594050515,2021-02-08,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,50,No,,
8494050515,2021-02-08,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Mujer,0,No,,
8494050515,2021-02-08,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,Córdoba,Córdoba,Hombre,0,No,,14
535050515,2021-02-09,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,
9435050515,2021-02-09,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,
1535050515,2021-02-10,Trata,Explotación sexual,Victima directa,Hungria,,,Mujer,54,No,,
545050515,2021-02-10,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,,Mujer,40,No,,06
3555050515,2021-02-11,Trata,Posible captación,Acusado,,,,,0,No,,
3555050515,2021-02-11,Trata,Posible captación,Acusado,,Buenos Aires,,Mujer,0,No,,06
4584150515,2021-02-12,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
4584150515,2021-02-12,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
4584150515,2021-02-12,Trata,Explotación laboral,Acusado,,,,Hombre,45,No,,
8475050515,2021-02-12,Trata,Explotación laboral,Victima directa,,,,Hombre,45,No,,
8475050515,2021-02-12,Trata,Explotación laboral,Victima directa,,,,,45,No,,
8475050515,2021-02-12,Trata,Explotación laboral,Victima directa,,,,,23,No,,
8475050515,2021-02-12,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,
8494150515,2021-02-13,Trata,Persona desaparecida,Victima directa,,Misiones,Comandante Andresito,Mujer,26,No,,54
8494150515,2021-02-13,Trata,Persona desaparecida,Victima indirecta - familiar,,Misiones,Comandante Andresito,Mujer,44,No,,54
4535150515,2021-02-15,Trata,Explotación sexual,Victima directa,,Misiones,Posadas,Mujer,16,No,,54
4535150515,2021-02-15,Trata,Explotación sexual,Acusado,,Misiones,Posadas,Hombre,24,No,,54
555150515,2021-02-15,Trata,Explotación laboral,Acusado,,Córdoba,general levalle,Hombre,50,No,,14
555150515,2021-02-15,Trata,Explotación laboral,Acusado,,Córdoba,General Levalle,Hombre,50,No,,14
9445150515,2021-02-15,Trata,Explotación sexual,Victima directa,,,,Mujer,34,No,,
1575150515,2021-02-16,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,19,No,,
3565150515,2021-02-16,Trata,Traslado de personas,Victima directa,,,,,14,No,,
6584250515,2021-02-17,Trata,Explotación laboral,Victima directa,,,,Hombre,42,No,,
8494250515,2021-02-17,Trata,Explotación laboral,Victima directa,,,,,40,No,,
1525250515,2021-02-18,Trata,Explotación sexual,Victima directa,Argentina,,,Hombre,53,No,,
2525250515,2021-02-18,Trata,Explotación sexual,Victima directa,Argentina,,,Hombre,53,No,,
3515250515,2021-02-18,Trata,Persona desaparecida,Victima directa,,Salta,Salta,Mujer,17,No,,66
4515250515,2021-02-18,Trata,Explotación sexual,Acusado,,,,Transgénero,50,No,,
5525250515,2021-02-18,Trata,Explotación laboral,Victima directa,,,,Hombre,33,No,,
2565250515,2021-02-20,Trata,Otro,Victima directa,,,,Mujer,30,No,,
6565250515,2021-02-20,Trata,Explotación laboral,Acusado,,Río Negro,General Roca,Hombre,55,No,,62
6565250515,2021-02-20,Trata,Explotación laboral,Victima directa,,Río Negro,Coronel Belisle,Mujer,45,No,,62
7555250515,2021-02-20,Trata,Privacion ilegitima de la libertad,Victima directa,,,,Mujer,65,No,,
7555250515,2021-02-20,Trata,Privacion ilegitima de la libertad,Acusado,,Buenos Aires,Florencio Varela,Hombre,50,No,,06
584350515,2021-02-21,Trata,Explotación sexual,Victima directa,,Buenos Aires,,,30,No,,06
1525350515,2021-02-22,Trata,Persona desaparecida,Victima directa,,Salta,Salta,Mujer,17,No,,66
6594350515,2021-02-22,Trata,Explotación sexual,Acusado,,Córdoba,,Mujer,60,No,,14
7594350515,2021-02-22,Trata,Explotación sexual,Acusado,,Buenos Aires,Villa Ballester,Mujer,32,No,,06
2545350515,2021-02-23,Trata,Explotación sexual,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,18,No,,02
555350515,2021-02-23,Trata,Posible captación,Victima directa,,Buenos Aires,La Plata,Mujer,34,No,,06
9445350515,2021-02-23,Trata,Posible captación,Victima directa,Argentina,,,Hombre,14,No,,
2565350515,2021-02-24,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Virrey del Pino,Hombre,45,No,,06
584450515,2021-02-24,Trata,Posible captación,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,23,No,,02
8475350515,2021-02-24,Trata,Explotación laboral,Victima directa,,,,Hombre,40,No,,
5594450515,2021-02-25,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,Santiago del Estero,Quimilí,Hombre,16,No,,86
5594450515,2021-02-25,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,Santiago del Estero,Quimilí,Hombre,17,No,,86
6584450515,2021-02-25,Trata,Explotación laboral,Acusado,,,,,0,No,,
6584450515,2021-02-25,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
3525450515,2021-02-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Santa Fe,Rosario,Hombre,26,No,,82
5525450515,2021-02-26,Trata,Posible captación,Victima directa,,,,Mujer,16,No,,
5525450515,2021-02-26,Trata,Posible captación,Acusado,,,,Hombre,60,No,,
6505450515,2021-02-26,Trata,Posible captación,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,23,No,,02
6505450515,2021-02-26,Trata,Posible captación,Acusado,,,,Hombre,0,No,,
8415450515,2021-02-26,Trata,Explotación laboral,Victima directa,,,,Hombre,33,No,,
8415450515,2021-02-26,Trata,Explotación laboral,Victima directa,,,,Mujer,37,No,,
8415450515,2021-02-26,Trata,Explotación laboral,Victima directa,,,,Hombre,23,No,,
8415450515,2021-02-26,Trata,Explotación laboral,Victima directa,,,,Hombre,29,No,,
8415450515,2021-02-26,Trata,Explotación laboral,Victima directa,,,,Hombre,20,No,,
8415450515,2021-02-26,Trata,Explotación laboral,Victima directa,,,,Hombre,15,No,,
8415450515,2021-02-26,Trata,Explotación laboral,Victima directa,,,,Mujer,8,No,,
4565450515,2021-02-28,Trata,Posible captación,Victima directa,Argentina,Chaco,Resistencia,Mujer,16,No,,22
4565450515,2021-02-28,Trata,Posible captación,Acusado,Argentina,Chaco,Resistencia,Hombre,40,No,,22
7565450515,2021-02-28,Trata,Posible captación,Victima directa,Argentina,Chaco,Resistencia,Mujer,16,No,,22
7565450515,2021-02-28,Trata,Posible captación,Acusado,Argentina,Chaco,Resistencia,Hombre,42,No,,22
5594550515,2021-03-01,Trata,Posible captación,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,23,No,,02
6525550515,2021-03-03,Trata,Explotación sexual,Victima directa,,,,Mujer,26,No,,
6525550515,2021-03-03,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,0,No,,
6525550515,2021-03-03,Trata,Explotación sexual,Acusado,,,,Hombre,25,No,,
2545550515,2021-03-04,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,
2545550515,2021-03-04,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
2545550515,2021-03-04,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,
7545550515,2021-03-04,Trata,Trata de personas,Victima directa,,Chubut,Trelew,Mujer,18,No,,26
7545550515,2021-03-04,Trata,Trata de personas,Victima indirecta - familiar,,,,Mujer,0,No,,
1575550515,2021-03-05,Trata,Explotación sexual,Acusado,,Neuquén,Neuquén,Hombre,36,No,,58
5555550515,2021-03-05,Trata,Explotación laboral,Acusado,Paraguay,,,Mujer,60,No,,
6565550515,2021-03-05,Trata,Posible captación,Victima directa,,,,Mujer,16,No,,
7565550515,2021-03-05,Trata,Explotación sexual,Acusado,,,,Mujer,34,No,,
7565550515,2021-03-05,Trata,Explotación sexual,Victima directa,,Santa Fe,Rosario,Mujer,13,No,,82
3505650515,2021-03-06,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,Mar del Plata,Mujer,50,No,,06
3505650515,2021-03-06,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Mar del Plata,Mujer,23,No,,06
2525650515,2021-03-07,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,La Plata,Mujer,39,No,,06
7565650515,2021-03-09,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Mujer,50,No,,
7565650515,2021-03-09,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,60,No,,
7565650515,2021-03-09,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,100,No,,
2594750515,2021-03-10,Trata,Posible captación,Acusado,,,,Mujer,0,No,,
594750515,2021-03-10,Trata,Posible captación,Victima directa,,,,,16,No,,
4525750515,2021-03-11,Trata,Explotación laboral,Acusado,Argentina,Buenos Aires,San Francisco Solano,,62,No,,06
5525750515,2021-03-11,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,0,No,,
8465750515,2021-03-12,Trata,Explotación sexual,Victima directa,,,,Mujer,37,No,,
8465750515,2021-03-12,Trata,Explotación sexual,Acusado,,,,Hombre,45,No,,
9465750515,2021-03-12,Trata,Explotación sexual,Victima directa,,,,Mujer,37,No,,
9465750515,2021-03-12,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,
3575750515,2021-03-13,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Mujer,65,No,,
4575750515,2021-03-13,Trata,Explotación laboral,Acusado,,,,Hombre,70,No,,
4575750515,2021-03-13,Trata,Explotación laboral,Acusado,,,,Mujer,52,No,,
5575750515,2021-03-13,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,,40,No,,
575750515,2021-03-13,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,60,No,,
515841515,2021-03-15,Trata,Explotación laboral,Acusado,,Entre Ríos,Ubajay,Hombre,50,No,,30
5515841515,2021-03-15,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
5515841515,2021-03-15,Trata,Explotación laboral,Victima directa,,,,Hombre,20,No,,
5515841515,2021-03-15,Trata,Explotación laboral,Victima directa,,,,Hombre,45,No,,
5515841515,2021-03-15,Trata,Explotación laboral,Acusado,,,,Hombre,45,No,,
5515841515,2021-03-15,Trata,Explotación laboral,Victima directa,,,,Hombre,20,No,,
5535841515,2021-03-15,Trata,Posible captación,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,23,No,,02
6505841515,2021-03-15,Trata,Privación ilégitima de la libertad,Victima directa,,,,,0,No,,
6535841515,2021-03-15,Trata,Persona desaparecida,Victima directa,,Buenos Aires,,Hombre,28,No,,06
7535841515,2021-03-15,Trata,Posible captación,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,23,No,,02
8445841515,2021-03-15,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Carapachay,Mujer,84,No,,06
555841515,2021-03-16,Trata,Persona desaparecida,Victima directa,,,,Mujer,7,No,,
8455841515,2021-03-16,Trata,Explotación sexual,Victima directa,,,,Mujer,22,No,,
8455841515,2021-03-16,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
594941515,2021-03-17,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
7584941515,2021-03-17,Trata,Explotación laboral,Victima directa,,Entre Ríos,Ubajay,Hombre,57,No,,30
7584941515,2021-03-17,Trata,Explotación laboral,Acusado,,Entre Ríos,Ubajay,Hombre,50,No,,30
3505941515,2021-03-18,Trata,Posible captación,Victima directa,,,,Mujer,28,No,,
3505941515,2021-03-18,Trata,Posible captación,Victima directa,,,,Mujer,25,No,,
3505941515,2021-03-18,Trata,Posible captación,Acusado,,,,,0,No,,
525941515,2021-03-18,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,14,No,,
1545941515,2021-03-19,Trata,Trata,Acusado,,,,Hombre,39,No,,
1545941515,2021-03-19,Trata,Trata,Acusado,,,,Hombre,0,No,,
2584051515,2021-03-20,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Loma Hermosa,Mujer,14,No,,06
6594051515,2021-03-21,Trata,Posible captación,Victima directa,Argentina,Santa Fe,Pilar,Mujer,27,No,,82
6594051515,2021-03-21,Trata,Posible captación,Victima directa,Argentina,,,Mujer,13,No,,
6594051515,2021-03-21,Trata,Posible captación,Acusado,Argentina,,,Hombre,22,No,,
8405051515,2021-03-21,Trata,Persona desaparecida,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,18,No,,02
1525051515,2021-03-22,Trata,Posible captación,Acusado,,,,Hombre,25,No,,
2535051515,2021-03-22,Trata,Oferta laboral engañosa,Acusado,,,,Mujer,40,No,,
4505051515,2021-03-22,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Monte Chingolo,Mujer,0,No,,06
4545051515,2021-03-23,Trata,Explotación sexual,Victima directa,Paraguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,25,No,,02
545051515,2021-03-23,Trata,Explotación sexual,Victima directa,,,,Mujer,22,No,,
7545051515,2021-03-23,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,23,No,,
7545051515,2021-03-23,Trata,Explotación sexual,Acusado,Argentina,,,Hombre,30,No,,
3565051515,2021-03-24,Trata,Explotación laboral,Acusado,,,,,0,No,,
8475051515,2021-03-24,Trata,Explotación sexual,Victima directa,,Santa Fe,Rosario,Mujer,48,No,,82
8475051515,2021-03-24,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Hombre,0,No,,82
9465051515,2021-03-24,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Bolivia,,,Hombre,0,No,,
6505151515,2021-03-25,Trata,Explotación sexual,Victima directa,Argentina,Córdoba,Capital,Mujer,27,No,,14
6584151515,2021-03-25,Trata,Explotación sexual,Acusado,,,,Hombre,60,No,,
2545151515,2021-03-26,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,
4525151515,2021-03-26,Trata,Explotación laboral,Acusado,,,,,50,No,,
5545151515,2021-03-26,Trata,Explotación sexual,Acusado,,,,Hombre,40,No,,
6525151515,2021-03-26,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
5584251515,2021-03-27,Trata,Otro,Victima directa,,,,Mujer,60,No,,
2525251515,2021-03-29,Trata,Publicidad de oferta sexual,Victima directa,,Buenos Aires,Buenos Aires,Mujer,15,No,,06
4545251515,2021-03-29,Trata,Explotación sexual,Acusado,,,,Hombre,40,No,,
6515251515,2021-03-29,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,40,No,,
6515251515,2021-03-29,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,40,No,,
6515251515,2021-03-29,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,Mar del Plata,Mujer,17,No,,06
3555251515,2021-03-30,Trata,Explotación sexual,Victima directa,,Buenos Aires,Buenos Aires,Mujer,15,No,,06
3555251515,2021-03-30,Trata,Explotación sexual,Acusado,,,,Hombre,34,No,,
6565251515,2021-03-31,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,19,No,,
9484351515,2021-03-31,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,
3525351515,2021-04-02,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,19,No,,
525351515,2021-04-02,Trata,Explotación laboral,Victima directa,,,,,50,No,,
525351515,2021-04-02,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
1545351515,2021-04-03,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,28,No,,
1545351515,2021-04-03,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,40,No,,
8455351515,2021-04-03,Trata,Persona desaparecida,Victima directa,,Buenos Aires,,Mujer,24,No,,06
8455351515,2021-04-03,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,,Mujer,50,No,,06
8455351515,2021-04-03,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,,Hombre,50,No,,06
4584451515,2021-04-05,Trata,Explotación sexual,Victima directa,,Salta,Salta,Mujer,30,No,,66
4584451515,2021-04-05,Trata,Explotación sexual,Acusado,,Salta,Salta,Mujer,50,No,,66
4584451515,2021-04-05,Trata,Explotación sexual,Acusado,,Salta,Salta,Hombre,30,No,,66
9484451515,2021-04-05,Trata,Explotación sexual,Acusado,,Salta,Salta,Mujer,50,No,,66
594451515,2021-04-06,Trata,Explotación sexual,Victima directa,,,,Mujer,40,No,,
6584451515,2021-04-06,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
1535451515,2021-04-07,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
2525451515,2021-04-07,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,35,No,,
8435451515,2021-04-07,Trata,Explotación sexual,Acusado,,Buenos Aires,Buenos Aires,Hombre,60,No,,06
555451515,2021-04-08,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
555451515,2021-04-08,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
555451515,2021-04-08,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
555451515,2021-04-08,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
6565451515,2021-04-08,Trata,Explotación laboral,Acusado,,,,Hombre,60,No,,
6565451515,2021-04-08,Trata,Explotación laboral,Acusado,,,,Hombre,60,No,,
7555451515,2021-04-08,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
7555451515,2021-04-08,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
7555451515,2021-04-08,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
7555451515,2021-04-08,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
7555451515,2021-04-08,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
8465451515,2021-04-08,Trata,Explotación laboral,Victima directa,,,,Hombre,43,No,,
8465451515,2021-04-08,Trata,Explotación laboral,Acusado,,,,Hombre,45,No,,
9484551515,2021-04-09,Trata,Explotación laboral,Victima directa,,,,,52,No,,
9484551515,2021-04-09,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
3525551515,2021-04-10,Trata,Explotación sexual,Acusado,,Mendoza,,Hombre,47,No,,50
3545551515,2021-04-11,Trata,Pornografía infantil,Victima directa,Argentina,,,Hombre,14,No,,
2565551515,2021-04-12,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Hombre,45,No,,82
2584651515,2021-04-12,Trata,Explotación sexual,Acusado,,Entre Ríos,San Jose de Feliciano,Mujer,50,No,,30
2594651515,2021-04-12,Trata,Explotación sexual,Victima directa,,Buenos Aires,González Catán,Mujer,22,No,,06
3565551515,2021-04-12,Trata,Posible captación,Acusado,,,,Hombre,50,No,,
6565551515,2021-04-12,Trata,Explotación sexual,Acusado,,Buenos Aires,Chascomús,Hombre,47,No,,06
9494651515,2021-04-12,Trata,Explotación sexual,Victima directa,,Buenos Aires,González Catán,Mujer,22,No,,06
6505651515,2021-04-13,Trata,Explotación laboral,Victima directa,Bolivia,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,0,No,,02
6505651515,2021-04-13,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
6505651515,2021-04-13,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
8415651515,2021-04-13,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,0,No,,
7525651515,2021-04-14,Trata,Explotación sexual,Victima indirecta - familiar,Argentina,,,Hombre,0,No,,
7525651515,2021-04-14,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Virrey del Pino,Hombre,0,No,,06
1555651515,2021-04-15,Trata,Posible captación,Victima indirecta - familiar,,,,Mujer,24,No,,
1555651515,2021-04-15,Trata,Posible captación,Acusado,,,,Mujer,27,No,,
1555651515,2021-04-15,Trata,Posible captación,Acusado,,,,Hombre,23,No,,
1555651515,2021-04-15,Trata,Posible captación,Acusado,,,,,0,No,,
1555651515,2021-04-15,Trata,Posible captación,Acusado,,,,Mujer,0,No,,
3565651515,2021-04-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,24,No,,
1505751515,2021-04-16,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,,,Hombre,60,No,,
1505751515,2021-04-16,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,,,Mujer,40,No,,
1515751515,2021-04-16,Trata,Persona desaparecida,Victima directa,,,,Mujer,35,No,,
1515751515,2021-04-16,Trata,Persona desaparecida,Victima directa,,,,Mujer,4,No,,
515751515,2021-04-16,Trata,Explotación laboral,Victima directa,,,,,26,No,,
584751515,2021-04-16,Trata,Ofrecimiento,Acusado,,,,Hombre,25,No,,
8415751515,2021-04-16,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,30,No,,
9494751515,2021-04-16,Trata,Explotación sexual,Victima directa,,,,Mujer,30,No,,
4525751515,2021-04-17,Trata,Explotación sexual,Acusado,,Misiones,Posadas,Mujer,40,No,,54
1545751515,2021-04-18,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,41,No,,
1545751515,2021-04-18,Trata,Explotación sexual,Acusado,,,,Hombre,44,No,,
2545751515,2021-04-18,Trata,Persona desaparecida,Victima directa,,,,Mujer,32,No,,
2545751515,2021-04-18,Trata,Persona desaparecida,Victima directa,,,,Mujer,0,No,,
5565751515,2021-04-19,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
1505842515,2021-04-20,Trata,Persona desaparecida,Victima directa,,,,Mujer,20,No,,
1505842515,2021-04-20,Trata,Persona desaparecida,Victima directa,,,,Hombre,5,No,,
1505842515,2021-04-20,Trata,Persona desaparecida,Victima directa,Argentina,,,Hombre,2,No,,
2505842515,2021-04-20,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
2505842515,2021-04-20,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
8445842515,2021-04-21,Trata,Explotación sexual,Victima indirecta - familiar,,Buenos Aires,Moreno,Mujer,40,No,,06
8445842515,2021-04-21,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Buenos Aires,Mujer,16,No,,06
8445842515,2021-04-21,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,,Mujer,45,No,,06
4555842515,2021-04-22,Trata,Adultos mayores,Victima directa,,,,Mujer,80,No,,
594942515,2021-04-23,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,21,No,,
6594942515,2021-04-23,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,16,No,,
8405942515,2021-04-23,Trata,Persona desaparecida,Victima directa,,,,Mujer,17,No,,
8405942515,2021-04-23,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Mujer,40,No,,
8405942515,2021-04-23,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Hombre,40,No,,
8494942515,2021-04-23,Trata,Explotación sexual,Victima directa,,,,Mujer,30,No,,
8494942515,2021-04-23,Trata,Explotación sexual,Acusado,,,,,45,No,,
6505942515,2021-04-24,Trata,Posible captación,Victima directa,,,,Mujer,24,No,,
